City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
508,vostok,46.4856,135.8833,-16.61,92,100,1.98,RU,1675727513
509,magistralnyy,56.1725,107.4458,-15.77,95,100,1.54,RU,1675727514
510,san vicente,-26.6167,-54.1333,21.81,46,56,1.16,AR,1675727514
511,araouane,18.9048,-3.5265,21.85,13,100,4.27,ML,1675727475
512,lobito,-12.3481,13.5456,24.63,81,99,3.51,AO,1675727514
513,marienburg,54.0359,19.0266,-0.07,94,16,2.42,PL,1675727515
514,nicoya,10.1483,-85.452,26.09,65,15,6.87,CR,1675727516
515,sioux lookout,50.1001,-91.917,1.04,69,100,5.66,CA,1675727516
516,seoul,37.5683,126.9778,-0.31,97,40,1.54,KR,1675727516
517,palaikastron,35.2,26.25,9.01,64,87,12.76,GR,1675727517
518,snyder,32.7179,-100.9176,25.19,20,0,4.63,US,1675727517
519,laguna,38.421,-121.4238,16.99,41,0,6.69,US,1675727518
520,itarema,-2.9248,-39.9167,25.91,80,98,4.67,BR,1675727518
521,siyabuswa,-25.1132,29.0445,20.76,62,10,3.01,ZA,1675727519
522,yelizovo,53.1873,158.3805,-13.92,66,40,3.0,RU,1675727519
523,karratha,-20.7377,116.8463,30.91,57,2,0.83,AU,1675727520
524,mutsu,41.2894,141.2169,-0.02,73,80,2.22,JP,1675727520
525,lompoc,34.6391,-120.4579,18.72,54,20,9.26,US,1675727521
526,nyrob,60.733,56.7202,-25.74,100,96,1.33,RU,1675727521
527,lucea,18.451,-78.1736,26.92,76,12,4.34,JM,1675727521
528,vila franca do campo,37.7167,-25.4333,13.23,92,99,7.16,PT,1675727522
529,zwedru,6.0667,-8.1281,23.22,92,98,1.92,LR,1675727523
530,santa rosa,14.3122,121.1114,27.23,80,83,3.68,PH,1675727523
531,boone,39.0334,-92.3335,18.14,63,100,1.79,US,1675727524
532,astana,51.1801,71.446,-17.03,85,100,5.0,KZ,1675727525
533,lakes entrance,-37.8811,147.981,19.22,62,20,2.95,AU,1675727232
534,adrar,20.5022,-10.0711,16.21,24,30,4.19,MR,1675727526
535,iwanai,42.9744,140.5089,-2.01,68,98,3.95,JP,1675727526
536,sfantu gheorghe,45.8667,25.7833,-8.19,97,97,0.49,RO,1675727527
537,de-kastri,51.4667,140.7833,-18.09,87,51,1.05,RU,1675727527
538,langarud,37.197,50.1535,7.03,65,29,1.26,IR,1675727528
539,mandera,3.9366,41.867,24.81,48,5,5.58,KE,1675727529
540,xiaoshan,30.1675,120.2588,8.92,100,75,2.0,CN,1675727529
541,namatanai,-3.6667,152.4333,28.72,70,95,2.38,PG,1675727530
542,erzin,36.9559,36.2,6.25,94,100,1.44,TR,1675727530
543,kutum,14.2,24.6667,16.01,19,55,3.94,SD,1675727531
544,nabinagar,23.8917,90.9733,13.84,53,0,1.44,BD,1675727532
545,trairi,-3.2778,-39.2689,25.43,84,85,3.16,BR,1675727418
546,viedma,-40.8135,-62.9967,19.7,48,33,7.2,AR,1675727533
547,rio grande,-32.035,-52.0986,25.06,74,2,4.64,BR,1675727533
548,novikovo,51.1537,37.8879,-10.01,95,56,3.57,RU,1675727533
549,mikuni,36.2171,136.1519,2.95,71,100,1.67,JP,1675727534
550,hollister,36.8525,-121.4016,16.19,53,0,3.09,US,1675727534
551,turayf,31.6725,38.6637,6.14,56,46,10.29,SA,1675727535
552,soledad,10.9184,-74.7646,27.07,74,0,6.17,CO,1675727527
553,noyabrsk,63.1994,75.4507,-14.7,96,100,3.58,RU,1675727536
554,tortoli,39.9256,9.6572,4.9,87,75,5.14,IT,1675727536
555,sandakan,5.8402,118.1179,24.82,94,20,1.54,MY,1675727537
556,farmington,36.7281,-108.2187,7.38,33,0,6.17,US,1675727537
557,riberalta,-10.9833,-66.1,29.11,74,75,2.06,BO,1675727538
558,shingu,33.7333,135.9833,11.9,56,81,3.18,JP,1675727538
559,kailua,21.4022,-157.7394,28.99,75,75,5.14,US,1675727388
560,tabas,33.5959,56.9244,8.12,61,86,1.03,IR,1675727539
561,sambava,-14.2667,50.1667,23.68,89,99,2.74,MG,1675727539
562,taonan,45.3333,122.7833,-16.39,83,10,1.8,CN,1675727539
563,nueve de julio,-35.4444,-60.8831,21.12,76,35,6.01,AR,1675727540
564,inta,66.0317,60.1659,-19.36,98,99,3.59,RU,1675727540
565,pimentel,-6.8367,-79.9342,27.16,57,0,9.26,PE,1675727541
566,saint-georges,12.0564,-61.7485,25.82,78,75,6.17,GD,1675727541
